St1,St_1,St2,St_2,City,Zip,Long,Lat
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,MCKINLEY AVE ((FORT MYERS-FORT MYERS)),MCKINLEY AVE,FORT MYERS,33901,-81.885463169199994,26.609346850200001
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,WALES DR ((FORT MYERS-FORT MYERS)),WALES DR,FORT MYERS,33901,-81.885463169199994,26.609346850200001
MCKINLEY AVE ((FORT MYERS-FORT MYERS)),MCKINLEY AVE,WALES DR ((FORT MYERS-FORT MYERS)),WALES DR,FORT MYERS,33901,-81.885463169199994,26.609346850200001
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,PINE RIDGE RD ((FORT MYERS-FORT MYERS)),PINE RIDGE RD,FORT MYERS,33908,-81.936228302999993,26.524175014800001
PINE RIDGE RD ((FORT MYERS-FORT MYERS)),PINE RIDGE RD,VISTA RIVER DR ((FORT MYERS-FORT MYERS)),VISTA RIVER DR,FORT MYERS,33908,-81.936228302999993,26.524175014800001
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,ROSE LN ((FORT MYERS-FORT MYERS)),ROSE LN,FORT MYERS,33919,-81.893400200299993,26.590188865399998
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,TWIN PALM DR ((FORT MYERS-FORT MYERS)),TWIN PALM DR,FORT MYERS,33919,-81.893400200299993,26.590188865399998
ROSE LN ((FORT MYERS-FORT MYERS)),ROSE LN,TWIN PALM DR ((FORT MYERS-FORT MYERS)),TWIN PALM DR,FORT MYERS,33919,-81.893400200299993,26.590188865399998
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,SHADDELEE LN E ((FORT MYERS-FORT MYERS)),SHADDELEE LN E,FORT MYERS,33919,-81.901694195299996,26.571294852699999
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,SHADDELEE LN W ((FORT MYERS-FORT MYERS)),SHADDELEE LN W,FORT MYERS,33919,-81.901694195299996,26.571294852699999
SHADDELEE LN E ((FORT MYERS-FORT MYERS)),SHADDELEE LN E,SHADDELEE LN W ((FORT MYERS-FORT MYERS)),SHADDELEE LN W,FORT MYERS,33919,-81.901694195299996,26.571294852699999
MCNEILL RD ((NORTH FORT MYERS-NORTH FORT MYERS)),MCNEILL RD,ORANGE GROVE BLVD ((NORTH FORT MYERS-NORTH FORT MYERS)),ORANGE GROVE BLVD,NORTH FORT MYERS,33903,-81.915397690800006,26.667397602499999
MCNEILL RD ((NORTH FORT MYERS-NORTH FORT MYERS)),MCNEILL RD,PONDELLA RD ((NORTH FORT MYERS-NORTH FORT MYERS)),PONDELLA RD,NORTH FORT MYERS,33903,-81.915397690800006,26.667397602499999
ORANGE GROVE BLVD ((NORTH FORT MYERS-NORTH FORT MYERS)),ORANGE GROVE BLVD,PONDELLA RD ((NORTH FORT MYERS-NORTH FORT MYERS)),PONDELLA RD,NORTH FORT MYERS,33903,-81.915397690800006,26.667397602499999
MCNEILL RD ((NORTH FORT MYERS-NORTH FORT MYERS)),MCNEILL RD,WARNER CIR ((NORTH FORT MYERS-NORTH FORT MYERS)),WARNER CIR,NORTH FORT MYERS,33903,-81.915568287499994,26.669440468800001
TANYA CIR ((NORTH FORT MYERS-NORTH FORT MYERS)),TANYA CIR,WARNER CIR ((NORTH FORT MYERS-NORTH FORT MYERS)),WARNER CIR,NORTH FORT MYERS,33903,-81.915568287499994,26.669440468800001
MEMORY LN ((FORT MYERS-FORT MYERS)),MEMORY LN,PLEASANT VIEW ((FORT MYERS-FORT MYERS)),PLEASANT VIEW,FORT MYERS,33905,-81.821669347300002,26.669618536300000
MEMORY LN ((FORT MYERS-FORT MYERS)),MEMORY LN,SUNSET CT ((FORT MYERS-FORT MYERS)),SUNSET CT,FORT MYERS,33905,-81.821669347300002,26.669618536300000
PLEASANT VIEW ((FORT MYERS-FORT MYERS)),PLEASANT VIEW,SUNSET CT ((FORT MYERS-FORT MYERS)),SUNSET CT,FORT MYERS,33905,-81.821669347300002,26.669618536300000
MERANO CT ((BONITA SPRINGS-BONITA SPRINGS)),MERANO CT,PELICAN COLONY BLVD ((BONITA SPRINGS-BONITA SPRINGS)),PELICAN COLONY BLVD,ESTERO,34134,-81.828369185100001,26.393118846499998
MERANO CT ((BONITA SPRINGS-BONITA SPRINGS)),MERANO CT,PELICAN COLONY BLVD ((ESTERO-ESTERO)),PELICAN COLONY BLVD,ESTERO,34134,-81.828369185100001,26.393118846499998
MERCEDES CT ((LEHIGH ACRES-LEHIGH ACRES)),MERCEDES CT,VICTOR LN ((LEHIGH ACRES-LEHIGH ACRES)),VICTOR LN,LEHIGH ACRES,33972,-81.624614151399996,26.677017339300001
RICHMOND AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RICHMOND AVE N,VICTOR LN ((LEHIGH ACRES-LEHIGH ACRES)),VICTOR LN,LEHIGH ACRES,33972,-81.624614151399996,26.677017339300001
MERIDIAN DR ((SANIBEL-SANIBEL)),MERIDIAN DR,SUNRISE CIR ((SANIBEL-SANIBEL)),SUNRISE CIR,SANIBEL,33957,-82.069935566200002,26.436617282099999
MERIDIAN DR ((SANIBEL-SANIBEL)),MERIDIAN DR,SUNSET CIR ((SANIBEL-SANIBEL)),SUNSET CIR,SANIBEL,33957,-82.069935566200002,26.436617282099999
SUNRISE CIR ((SANIBEL-SANIBEL)),SUNRISE CIR,SUNSET CIR ((SANIBEL-SANIBEL)),SUNSET CIR,SANIBEL,33957,-82.069935566200002,26.436617282099999
MICHAEL G RIPPE PKWY ((FORT MYERS-FORT MYERS)),MICHAEL G RIPPE PKWY,PHARMACY RD ((FORT MYERS-FORT MYERS)),PHARMACY RD,FORT MYERS,33908,-81.844020842500001,26.490569516699999
MICHAEL G RIPPE PKWY ((FORT MYERS-FORT MYERS)),MICHAEL G RIPPE PKWY,S TAMIAMI TRL ((FORT MYERS-FORT MYERS)),S TAMIAMI TRL,FORT MYERS,33908,-81.844020842500001,26.490569516699999
MILL LOOP RD ((NORTH FORT MYERS-NORTH FORT MYERS)),MILL LOOP RD,SHADY LN ((NORTH FORT MYERS-NORTH FORT MYERS)),SHADY LN,NORTH FORT MYERS,33917,-81.823865222400002,26.713221929700001
R V RD ((NORTH FORT MYERS-NORTH FORT MYERS)),R V RD,SHADY LN ((NORTH FORT MYERS-NORTH FORT MYERS)),SHADY LN,NORTH FORT MYERS,33917,-81.823865222400002,26.713221929700001
MILNE CIR ((NORTH FORT MYERS-NORTH FORT MYERS)),MILNE CIR,SANDBURG DR ((NORTH FORT MYERS-NORTH FORT MYERS)),SANDBURG DR,NORTH FORT MYERS,33903,-81.921610221199998,26.649946847799999
SAINT CLAIR AVE W ((NORTH FORT MYERS-NORTH FORT MYERS)),SAINT CLAIR AVE W,SANDBURG DR ((NORTH FORT MYERS-NORTH FORT MYERS)),SANDBURG DR,NORTH FORT MYERS,33903,-81.921610221199998,26.649946847799999
MINES ST ((LEHIGH ACRES-LEHIGH ACRES)),MINES ST,OCTAVIA ST ((LEHIGH ACRES-LEHIGH ACRES)),OCTAVIA ST,LEHIGH ACRES,33972,-81.621910084099994,26.669701841300000
MINES ST ((LEHIGH ACRES-LEHIGH ACRES)),MINES ST,THE THOMPSONS WAY ((LEHIGH ACRES-LEHIGH ACRES)),THE THOMPSONS WAY,LEHIGH ACRES,33972,-81.621910084099994,26.669701841300000
OCTAVIA ST ((LEHIGH ACRES-LEHIGH ACRES)),OCTAVIA ST,THE THOMPSONS WAY ((LEHIGH ACRES-LEHIGH ACRES)),THE THOMPSONS WAY,LEHIGH ACRES,33972,-81.621910084099994,26.669701841300000
MIROMAR LAKES BLVD ((FORT MYERS-FORT MYERS)),MIROMAR LAKES BLVD,MIROMAR LAKES PKWY ((FORT MYERS-FORT MYERS)),MIROMAR LAKES PKWY,MIROMAR LAKES,33913,-81.783023195900000,26.474099785700002
MIROMAR LAKES BLVD ((FORT MYERS-FORT MYERS)),MIROMAR LAKES BLVD,VERONA LAGO DR ((FORT MYERS-FORT MYERS)),VERONA LAGO DR,MIROMAR LAKES,33913,-81.783023195900000,26.474099785700002
MIROMAR LAKES PKWY ((FORT MYERS-FORT MYERS)),MIROMAR LAKES PKWY,VERONA LAGO DR ((FORT MYERS-FORT MYERS)),VERONA LAGO DR,MIROMAR LAKES,33913,-81.783023195900000,26.474099785700002
MIROMAR LAKES PKWY ((FORT MYERS-FORT MYERS)),MIROMAR LAKES PKWY,VIA LUGANO CT ((FORT MYERS-FORT MYERS)),VIA LUGANO CT,MIROMAR LAKES,33913,-81.763849815900002,26.476063046000000
MIROMAR LAKES PKWY ((FORT MYERS-FORT MYERS)),MIROMAR LAKES PKWY,VIA NOVELLI CT ((FORT MYERS-FORT MYERS)),VIA NOVELLI CT,MIROMAR LAKES,33913,-81.763849815900002,26.476063046000000
VIA LUGANO CT ((FORT MYERS-FORT MYERS)),VIA LUGANO CT,VIA NOVELLI CT ((FORT MYERS-FORT MYERS)),VIA NOVELLI CT,MIROMAR LAKES,33913,-81.763849815900002,26.476063046000000
MONACO LAKE DR ((SAINT JAMES CITY-SAINT JAMES CITY)),MONACO LAKE DR,ROYAL PALM RANCH DR ((SAINT JAMES CITY-SAINT JAMES CITY)),ROYAL PALM RANCH DR,SAINT JAMES CITY,33956,-82.099333769300003,26.552674990400000
ROYAL PALM RANCH DR ((SAINT JAMES CITY-SAINT JAMES CITY)),ROYAL PALM RANCH DR,STRINGFELLOW RD ((SAINT JAMES CITY-SAINT JAMES CITY)),STRINGFELLOW RD,SAINT JAMES CITY,33956,-82.099333769300003,26.552674990400000
MONTE ISOLA WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),MONTE ISOLA WAY,PALATINA WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),PALATINA WAY,NORTH FORT MYERS,33917,-81.886321007299998,26.722812277199999
MONTE ISOLA WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),MONTE ISOLA WAY,SAN CLEMENTE CT ((NORTH FORT MYERS-NORTH FORT MYERS)),SAN CLEMENTE CT,NORTH FORT MYERS,33917,-81.886321007299998,26.722812277199999
PALATINA WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),PALATINA WAY,SAN CLEMENTE CT ((NORTH FORT MYERS-NORTH FORT MYERS)),SAN CLEMENTE CT,NORTH FORT MYERS,33917,-81.886321007299998,26.722812277199999
MONTE ISOLA WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),MONTE ISOLA WAY,VILLA DORIA CT ((NORTH FORT MYERS-NORTH FORT MYERS)),VILLA DORIA CT,NORTH FORT MYERS,33917,-81.887239752799999,26.724481775299999
MONTE ISOLA WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),MONTE ISOLA WAY,VILLA RAPALLO WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),VILLA RAPALLO WAY,NORTH FORT MYERS,33917,-81.887239752799999,26.724481775299999
VILLA DORIA CT ((NORTH FORT MYERS-NORTH FORT MYERS)),VILLA DORIA CT,VILLA RAPALLO WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),VILLA RAPALLO WAY,NORTH FORT MYERS,33917,-81.887239752799999,26.724481775299999
MONTEVERDI WAY ((FORT MYERS-FORT MYERS)),MONTEVERDI WAY,RENAISSANCE WAY ((FORT MYERS-FORT MYERS)),RENAISSANCE WAY,FORT MYERS,33912,-81.799733893099997,26.551536256599999
MONTEVERDI WAY ((FORT MYERS-FORT MYERS)),MONTEVERDI WAY,TRIANA TER ((FORT MYERS-FORT MYERS)),TRIANA TER,FORT MYERS,33912,-81.799733893099997,26.551536256599999
RENAISSANCE WAY ((FORT MYERS-FORT MYERS)),RENAISSANCE WAY,TRIANA TER ((FORT MYERS-FORT MYERS)),TRIANA TER,FORT MYERS,33912,-81.799733893099997,26.551536256599999
MONTGOMERY AVE ((FORT MYERS-FORT MYERS)),MONTGOMERY AVE,POINSETTIA ST ((FORT MYERS-FORT MYERS)),POINSETTIA ST,FORT MYERS,33905,-81.821566168499999,26.674236862699999
POINSETTIA ST ((FORT MYERS-FORT MYERS)),POINSETTIA ST,SEMINOLE ST ((FORT MYERS-FORT MYERS)),SEMINOLE ST,FORT MYERS,33905,-81.821566168499999,26.674236862699999
MOODY RIVER PKWY ((NORTH FORT MYERS-NORTH FORT MYERS)),MOODY RIVER PKWY,SKYLINE DR ((NORTH FORT MYERS-NORTH FORT MYERS)),SKYLINE DR,FORT MYERS,33903,-81.904499686700007,26.652534569699998
MOODY RIVER PKWY ((NORTH FORT MYERS-NORTH FORT MYERS)),MOODY RIVER PKWY,SLEEPING CYPRESS AVE ((NORTH FORT MYERS-NORTH FORT MYERS)),SLEEPING CYPRESS AVE,FORT MYERS,33903,-81.904499686700007,26.652534569699998
SKYLINE DR ((NORTH FORT MYERS-NORTH FORT MYERS)),SKYLINE DR,SLEEPING CYPRESS AVE ((NORTH FORT MYERS-NORTH FORT MYERS)),SLEEPING CYPRESS AVE,FORT MYERS,33903,-81.904499686700007,26.652534569699998
MORTON AVE ((BONITA SPRINGS-BONITA SPRINGS)),MORTON AVE,TROST BLVD ((BONITA SPRINGS-BONITA SPRINGS)),TROST BLVD,BONITA SPRINGS,34135,-81.750996182400002,26.360731828100000
MORTON AVE ((BONITA SPRINGS-BONITA SPRINGS)),MORTON AVE,WEST MORTON AVE ((BONITA SPRINGS-BONITA SPRINGS)),WEST MORTON AVE,BONITA SPRINGS,34135,-81.750996182400002,26.360731828100000
TROST BLVD ((BONITA SPRINGS-BONITA SPRINGS)),TROST BLVD,WEST MORTON AVE ((BONITA SPRINGS-BONITA SPRINGS)),WEST MORTON AVE,BONITA SPRINGS,34135,-81.750996182400002,26.360731828100000
MYERS CT ((LEHIGH ACRES-LEHIGH ACRES)),MYERS CT,REDMONT AVE ((LEHIGH ACRES-LEHIGH ACRES)),REDMONT AVE,LEHIGH ACRES,33972,-81.646790162599999,26.678645733500002
MYERS CT ((LEHIGH ACRES-LEHIGH ACRES)),MYERS CT,RICHLAND AVE ((LEHIGH ACRES-LEHIGH ACRES)),RICHLAND AVE,LEHIGH ACRES,33972,-81.646790162599999,26.678645733500002
REDMONT AVE ((LEHIGH ACRES-LEHIGH ACRES)),REDMONT AVE,RICHLAND AVE ((LEHIGH ACRES-LEHIGH ACRES)),RICHLAND AVE,LEHIGH ACRES,33972,-81.646790162599999,26.678645733500002
N CLEVELAND AVE ((NORTH FORT MYERS-NORTH FORT MYERS)),N CLEVELAND AVE,NORTH FORK DR ((NORTH FORT MYERS-NORTH FORT MYERS)),NORTH FORK DR,NORTH FORT MYERS,33903,-81.902465691800003,26.712531080500000
N MARKLEY CT ((FORT MYERS-FORT MYERS)),N MARKLEY CT,NELSON TILLIS BLVD ((FORT MYERS-FORT MYERS)),NELSON TILLIS BLVD,FORT MYERS,33916,-81.835035193899998,26.644381865800000
N MARKLEY CT ((FORT MYERS-FORT MYERS)),N MARKLEY CT,S MARKLEY CT ((FORT MYERS-FORT MYERS)),S MARKLEY CT,FORT MYERS,33916,-81.835035193899998,26.644381865800000
NELSON TILLIS BLVD ((FORT MYERS-FORT MYERS)),NELSON TILLIS BLVD,S MARKLEY CT ((FORT MYERS-FORT MYERS)),S MARKLEY CT,FORT MYERS,33916,-81.835035193899998,26.644381865800000
N MEADOR CT ((FORT MYERS-FORT MYERS)),N MEADOR CT,NELSON TILLIS BLVD ((FORT MYERS-FORT MYERS)),NELSON TILLIS BLVD,FORT MYERS,33916,-81.834264169500003,26.644387829700001
N MEADOR CT ((FORT MYERS-FORT MYERS)),N MEADOR CT,S MEADOR CT ((FORT MYERS-FORT MYERS)),S MEADOR CT,FORT MYERS,33916,-81.834264169500003,26.644387829700001
NELSON TILLIS BLVD ((FORT MYERS-FORT MYERS)),NELSON TILLIS BLVD,S MEADOR CT ((FORT MYERS-FORT MYERS)),S MEADOR CT,FORT MYERS,33916,-81.834264169500003,26.644387829700001
N PALMDALE CT ((FORT MYERS-FORT MYERS)),N PALMDALE CT,NELSON TILLIS BLVD ((FORT MYERS-FORT MYERS)),NELSON TILLIS BLVD,FORT MYERS,33916,-81.833498196299999,26.644395872299999
N PALMDALE CT ((FORT MYERS-FORT MYERS)),N PALMDALE CT,S PALMDALE CT ((FORT MYERS-FORT MYERS)),S PALMDALE CT,FORT MYERS,33916,-81.833498196299999,26.644395872299999
NELSON TILLIS BLVD ((FORT MYERS-FORT MYERS)),NELSON TILLIS BLVD,S PALMDALE CT ((FORT MYERS-FORT MYERS)),S PALMDALE CT,FORT MYERS,33916,-81.833498196299999,26.644395872299999
N RIVER RD ((ALVA-ALVA)),N RIVER RD,OLD BAYSHORE RD ((NORTH FORT MYERS-NORTH FORT MYERS)),OLD BAYSHORE RD,NORTH FORT MYERS,33917,-81.760987568600001,26.740293747999999
N RIVER RD ((ALVA-ALVA)),N RIVER RD,STATE ROAD 31 ((NORTH FORT MYERS-ALVA)),STATE ROAD 31,NORTH FORT MYERS,33917,-81.760987568600001,26.740293747999999
OLD BAYSHORE RD ((NORTH FORT MYERS-NORTH FORT MYERS)),OLD BAYSHORE RD,STATE ROAD 31 ((NORTH FORT MYERS-ALVA)),STATE ROAD 31,NORTH FORT MYERS,33917,-81.760987568600001,26.740293747999999
N RIVER RD ((ALVA-ALVA)),N RIVER RD,RIVER ESTATES LN ((ALVA-ALVA)),RIVER ESTATES LN,ALVA,33920,-81.684340486200000,26.728541236700000
N RIVER RD ((ALVA-ALVA)),N RIVER RD,SCOUT CAMP RD ((ALVA-ALVA)),SCOUT CAMP RD,ALVA,33920,-81.684340486200000,26.728541236700000
RIVER ESTATES LN ((ALVA-ALVA)),RIVER ESTATES LN,SCOUT CAMP RD ((ALVA-ALVA)),SCOUT CAMP RD,ALVA,33920,-81.684340486200000,26.728541236700000
N YACHTSMAN DR ((SANIBEL-SANIBEL)),N YACHTSMAN DR,S YACHTSMAN DR ((SANIBEL-SANIBEL)),S YACHTSMAN DR,SANIBEL,33957,-82.030874940100006,26.449328575300001
PERIWINKLE WAY ((SANIBEL-SANIBEL)),PERIWINKLE WAY,S YACHTSMAN DR ((SANIBEL-SANIBEL)),S YACHTSMAN DR,SANIBEL,33957,-82.030874940100006,26.449328575300001
NACELLE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),NACELLE AVE S,NACELLE CT ((LEHIGH ACRES-LEHIGH ACRES)),NACELLE CT,LEHIGH ACRES,33974,-81.578800146800006,26.598592888700001
NACELLE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),NACELLE AVE S,SENTINELA BLVD ((LEHIGH ACRES-LEHIGH ACRES)),SENTINELA BLVD,LEHIGH ACRES,33974,-81.578800146800006,26.598592888700001
NACELLE CT ((LEHIGH ACRES-LEHIGH ACRES)),NACELLE CT,SENTINELA BLVD ((LEHIGH ACRES-LEHIGH ACRES)),SENTINELA BLVD,LEHIGH ACRES,33974,-81.578800146800006,26.598592888700001
NALLE GRADE RD ((NORTH FORT MYERS-NORTH FORT MYERS)),NALLE GRADE RD,NALLE RD ((NORTH FORT MYERS-NORTH FORT MYERS)),NALLE RD,NORTH FORT MYERS,33917,-81.801647178899998,26.755358543200000
NALLE GRADE RD ((NORTH FORT MYERS-NORTH FORT MYERS)),NALLE GRADE RD,QUAIL HOLLOW RD ((NORTH FORT MYERS-NORTH FORT MYERS)),QUAIL HOLLOW RD,NORTH FORT MYERS,33917,-81.801647178899998,26.755358543200000
NALLE RD ((NORTH FORT MYERS-NORTH FORT MYERS)),NALLE RD,QUAIL HOLLOW RD ((NORTH FORT MYERS-NORTH FORT MYERS)),QUAIL HOLLOW RD,NORTH FORT MYERS,33917,-81.801647178899998,26.755358543200000
NAPOLI WAY ((BONITA SPRINGS-BONITA SPRINGS)),NAPOLI WAY,PELICAN COLONY BLVD ((BONITA SPRINGS-BONITA SPRINGS)),PELICAN COLONY BLVD,ESTERO,34134,-81.829775198400000,26.393159797199999
NAPOLI WAY ((BONITA SPRINGS-BONITA SPRINGS)),NAPOLI WAY,PELICAN COLONY BLVD ((ESTERO-ESTERO)),PELICAN COLONY BLVD,ESTERO,34134,-81.829775198400000,26.393159797199999
NAVY AVE S ((LEHIGH ACRES-LEHIGH ACRES)),NAVY AVE S,NAVY CT ((LEHIGH ACRES-LEHIGH ACRES)),NAVY CT,LEHIGH ACRES,33974,-81.576031094000001,26.598607866399998
NAVY AVE S ((LEHIGH ACRES-LEHIGH ACRES)),NAVY AVE S,SENTINELA BLVD ((LEHIGH ACRES-LEHIGH ACRES)),SENTINELA BLVD,LEHIGH ACRES,33974,-81.576031094000001,26.598607866399998
NAVY CT ((LEHIGH ACRES-LEHIGH ACRES)),NAVY CT,SENTINELA BLVD ((LEHIGH ACRES-LEHIGH ACRES)),SENTINELA BLVD,LEHIGH ACRES,33974,-81.576031094000001,26.598607866399998
NE 12TH AVE ((CAPE CORAL-CAPE CORAL)),NE 12TH AVE,NE 13TH AVE ((CAPE CORAL-CAPE CORAL)),NE 13TH AVE,CAPE CORAL,33909,-81.946616841600004,26.720933748600000
NE 12TH AVE ((CAPE CORAL-CAPE CORAL)),NE 12TH AVE,NE 34TH LN ((CAPE CORAL-CAPE CORAL)),NE 34TH LN,CAPE CORAL,33909,-81.946616841600004,26.720933748600000
NE 13TH AVE ((CAPE CORAL-CAPE CORAL)),NE 13TH AVE,SOUTH GATOR CIR ((CAPE CORAL-CAPE CORAL)),SOUTH GATOR CIR,CAPE CORAL,33909,-81.947282525999995,26.720330409399999
NE 13TH AVE ((CAPE CORAL-CAPE CORAL)),NE 13TH AVE,SOUTH GATOR CIR ((CAPE CORAL-CAPE CORAL)),SOUTH GATOR CIR,CAPE CORAL,33909,-81.947376592400005,26.720254240700001
NE 13TH AVE ((CAPE CORAL-CAPE CORAL)),NE 13TH AVE,WEST GATOR CIR ((CAPE CORAL-CAPE CORAL)),WEST GATOR CIR,CAPE CORAL,33909,-81.947282525999995,26.720330409399999
NE 13TH AVE ((CAPE CORAL-CAPE CORAL)),NE 13TH AVE,WEST GATOR CIR ((CAPE CORAL-CAPE CORAL)),WEST GATOR CIR,CAPE CORAL,33909,-81.947376592400005,26.720254240700001
SOUTH GATOR CIR ((CAPE CORAL-CAPE CORAL)),SOUTH GATOR CIR,WEST GATOR CIR ((CAPE CORAL-CAPE CORAL)),WEST GATOR CIR,CAPE CORAL,33909,-81.947282525999995,26.720330409399999
SOUTH GATOR CIR ((CAPE CORAL-CAPE CORAL)),SOUTH GATOR CIR,WEST GATOR CIR ((CAPE CORAL-CAPE CORAL)),WEST GATOR CIR,CAPE CORAL,33909,-81.947376592400005,26.720254240700001
NE 13TH TER ((CAPE CORAL-CAPE CORAL)),NE 13TH TER,NE 18TH PL ((CAPE CORAL-CAPE CORAL)),NE 18TH PL,CAPE CORAL,33909,-81.936463886300004,26.676951556500001
NE 13TH TER ((CAPE CORAL-CAPE CORAL)),NE 13TH TER,NE 19TH AVE ((CAPE CORAL-CAPE CORAL)),NE 19TH AVE,CAPE CORAL,33909,-81.936463886300004,26.676951556500001
NE 18TH PL ((CAPE CORAL-CAPE CORAL)),NE 18TH PL,NE 19TH AVE ((CAPE CORAL-CAPE CORAL)),NE 19TH AVE,CAPE CORAL,33909,-81.936463886300004,26.676951556500001
NE 15TH PL ((CAPE CORAL-CAPE CORAL)),NE 15TH PL,NE 9TH ST ((CAPE CORAL-CAPE CORAL)),NE 9TH ST,CAPE CORAL,33909,-81.942713086400005,26.668424492500002
NE 15TH PL ((CAPE CORAL-CAPE CORAL)),NE 15TH PL,NE PINE ISLAND RD ((CAPE CORAL-CAPE CORAL)),NE PINE ISLAND RD,CAPE CORAL,33909,-81.942713086400005,26.668424492500002
NE 9TH ST ((CAPE CORAL-CAPE CORAL)),NE 9TH ST,NE PINE ISLAND RD ((CAPE CORAL-CAPE CORAL)),NE PINE ISLAND RD,CAPE CORAL,33909,-81.942713086400005,26.668424492500002
NE 19TH LN ((CAPE CORAL-CAPE CORAL)),NE 19TH LN,NE 20TH LN ((CAPE CORAL-CAPE CORAL)),NE 20TH LN,CAPE CORAL,33909,-81.927198246299994,26.688863905500000
NE 19TH LN ((CAPE CORAL-CAPE CORAL)),NE 19TH LN,NE 23RD AVE ((CAPE CORAL-CAPE CORAL)),NE 23RD AVE,CAPE CORAL,33909,-81.927198246299994,26.688863905500000
NE 20TH LN ((CAPE CORAL-CAPE CORAL)),NE 20TH LN,NE 23RD AVE ((CAPE CORAL-CAPE CORAL)),NE 23RD AVE,CAPE CORAL,33909,-81.927198246299994,26.688863905500000
NE 19TH LN ((CAPE CORAL-CAPE CORAL)),NE 19TH LN,NE 20TH ST ((CAPE CORAL-CAPE CORAL)),NE 20TH ST,CAPE CORAL,33909,-81.929057910300003,26.688856224199998
NE 19TH LN ((CAPE CORAL-CAPE CORAL)),NE 19TH LN,NE 21ST PL ((CAPE CORAL-CAPE CORAL)),NE 21ST PL,CAPE CORAL,33909,-81.929057910300003,26.688856224199998
NE 20TH ST ((CAPE CORAL-CAPE CORAL)),NE 20TH ST,NE 21ST PL ((CAPE CORAL-CAPE CORAL)),NE 21ST PL,CAPE CORAL,33909,-81.929057910300003,26.688856224199998
NE 19TH LN ((CAPE CORAL-CAPE CORAL)),NE 19TH LN,NE 20TH TER ((CAPE CORAL-CAPE CORAL)),NE 20TH TER,CAPE CORAL,33909,-81.928132731800005,26.688857311500001
NE 19TH LN ((CAPE CORAL-CAPE CORAL)),NE 19TH LN,NE 22ND AVE ((CAPE CORAL-CAPE CORAL)),NE 22ND AVE,CAPE CORAL,33909,-81.928132731800005,26.688857311500001
NE 20TH TER ((CAPE CORAL-CAPE CORAL)),NE 20TH TER,NE 22ND AVE ((CAPE CORAL-CAPE CORAL)),NE 22ND AVE,CAPE CORAL,33909,-81.928132731800005,26.688857311500001
NE 19TH TER ((CAPE CORAL-CAPE CORAL)),NE 19TH TER,NE 20TH ST ((CAPE CORAL-CAPE CORAL)),NE 20TH ST,CAPE CORAL,33909,-81.932969218599993,26.690525846900002
NE 19TH TER ((CAPE CORAL-CAPE CORAL)),NE 19TH TER,NE 20TH CT ((CAPE CORAL-CAPE CORAL)),NE 20TH CT,CAPE CORAL,33909,-81.931978299400001,26.691954332100000
NE 19TH TER ((CAPE CORAL-CAPE CORAL)),NE 19TH TER,NE 20TH LN ((CAPE CORAL-CAPE CORAL)),NE 20TH LN,CAPE CORAL,33909,-81.931978299400001,26.691954332100000
NE 20TH CT ((CAPE CORAL-CAPE CORAL)),NE 20TH CT,NE 20TH LN ((CAPE CORAL-CAPE CORAL)),NE 20TH LN,CAPE CORAL,33909,-81.931978299400001,26.691954332100000
NE 19TH TER ((CAPE CORAL-CAPE CORAL)),NE 19TH TER,NE 20TH PL ((CAPE CORAL-CAPE CORAL)),NE 20TH PL,CAPE CORAL,33909,-81.932468599100005,26.691243807599999
NE 19TH TER ((CAPE CORAL-CAPE CORAL)),NE 19TH TER,NE 20TH TER ((CAPE CORAL-CAPE CORAL)),NE 20TH TER,CAPE CORAL,33909,-81.932468599100005,26.691243807599999
NE 20TH PL ((CAPE CORAL-CAPE CORAL)),NE 20TH PL,NE 20TH TER ((CAPE CORAL-CAPE CORAL)),NE 20TH TER,CAPE CORAL,33909,-81.932468599100005,26.691243807599999
NE 43RD TER ((CAPE CORAL-CAPE CORAL)),NE 43RD TER,NE 8TH CT ((CAPE CORAL-CAPE CORAL)),NE 8TH CT,CAPE CORAL,33909,-81.954771253999994,26.737198918000001
